f,mag,re,im
1920,40.12558527,1.514803,40.096982
1921,12.48989822,12.48886,0.161039
1922,33.8033082,25.726202,21.927749
1923,29.54251218,28.238868,8.679076
1924,21.94127148,12.244469,-18.206932
1925,28.00490843,22.491616,16.685386
1926,27.8883541,-2.443415,27.781109
1927,28.93104067,-20.293287,20.620078
1928,34.61987113,32.612581,11.617015
1929,36.26921361,-5.696296,-35.819102
1930,44.18767866,-40.020712,18.732153
1931,31.13510225,30.968116,3.220308
1932,60.6927951,4.404486,60.532767
1933,49.22654927,9.166145,48.365638
1934,31.09520184,25.843354,17.29256
1935,72.50803444,49.911195,52.59551
1936,52.47766059,8.847292,51.726495
1937,55.98032201,-1.793048,55.951599
1938,23.62085909,-8.578883,-22.007902
1939,47.68237355,-13.898065,45.611978
1940,29.95262135,21.523013,20.830733
1941,24.55639647,-22.374075,10.120147
1942,10.40156063,9.966444,-2.976988
1943,20.17847158,16.79691,11.181884
1944,70.28537869,42.359142,56.086875
1945,49.61506966,-49.229052,6.17702
1946,38.62716283,-37.685003,-8.479284
1947,42.42701414,17.417652,-38.686909
1948,21.65594694,-3.97022,-21.288903
1949,6.354105254,-1.703634,6.121461
1950,58.47232777,-55.978596,-16.894079
1951,42.64744783,-38.176527,19.009408
1952,30.74442288,22.214209,-21.254375
1953,14.39084221,-10.424182,9.921329
1954,9.669001257,3.819639,8.882564
1955,39.20746565,-5.060878,38.879466
1956,23.59422615,1.129792,23.567161
1957,27.22743814,0.489312,27.223041
1958,39.76082309,8.176207,38.911087
1959,25.45776767,19.085846,-16.847208
1960,33.05371558,24.154601,-22.563319
1961,49.46509874,35.949702,33.976682
1962,38.11897549,-25.518916,-28.316801
1963,26.60578519,11.172758,24.146165
1964,8.720745374,-5.680878,-6.616572
1965,40.37172867,8.843646,-39.391197
1966,67.35371031,59.493869,31.575336
1967,14.08283637,7.693035,-11.79591
1968,19.78559225,-12.410489,15.409394
1969,26.73424579,4.339775,-26.379656
1970,21.63878371,-21.620144,0.897961
1971,39.9783685,-38.426661,11.030035
1972,21.14564423,-19.324054,8.585989
1973,85.56668631,-81.864357,24.897487
1974,31.41849056,-28.277128,13.693998
1975,22.84050921,10.45036,20.309575
1976,25.46170207,6.431106,24.636135
1977,66.02108166,52.401678,40.160271
1978,52.65658147,-13.72831,50.83551
1979,22.02762645,16.594267,14.486084
1980,15.51236927,13.710908,-7.25566
1981,41.63350162,38.430648,16.013549
1982,20.04167473,19.028388,6.291993
1983,43.2605827,-8.780117,-42.360212
1984,35.90477301,35.569323,4.896528
1985,46.30198734,7.801683,45.63998
1986,25.1418836,16.931544,-18.585939
1987,26.77304438,10.308239,-24.709029
1988,6.590712044,4.571654,4.747364
1989,11.36000158,11.287609,1.280437
1990,16.89574588,2.586228,16.696636
1991,6.748338533,-1.744296,6.519011
1992,18.21236621,13.938628,11.721985
1993,60.59975428,-1.670221,60.576733
1994,38.85948343,-3.266242,38.721972
1995,28.24796245,-27.040087,8.171969
1996,35.65018937,7.499613,34.852429
1997,21.55979057,21.454831,-2.124805
1998,8.726497934,-2.407974,8.387695
1999,13.54697833,-9.726707,9.429305
2000,11.85666611,-11.785657,-1.295693
2001,46.16876959,23.882482,39.5118
2002,26.90682176,26.472071,-4.817314
2003,10.36844671,-9.09207,4.983869
2004,38.874063,16.002692,35.427484
2005,23.86738494,-5.877414,-23.132403
2006,10.35807251,-7.292678,-7.355713
2007,13.4414851,12.823305,-4.029438
2008,30.72825301,-16.093872,-26.17657
2009,40.02101972,-34.863426,-19.652571
2010,35.95957409,-35.192677,-7.386911
2011,9.576664473,-2.444316,-9.259472
2012,58.78690204,-17.805858,56.025452
2013,18.68719906,18.383805,-3.353673
2014,45.84462776,-44.947309,9.026035
2015,21.73813365,4.361371,21.296124
2016,43.55768846,-4.151506,43.359396
2017,12.81095456,1.467124,12.726669
2018,19.5974227,9.022179,17.397105
2019,20.1551252,0.414478,20.150863
2020,26.51987275,8.508847,25.117786
2021,8.917610773,-8.225384,3.444828
2022,26.50577555,-26.402422,-2.338429
2023,59.68343262,30.023529,-51.581972
2024,140.9641052,-37.224363,135.960383
2025,78.13395453,56.999132,-53.441686
2026,35.80117537,5.635414,-35.354862
2027,14.04652214,5.384308,-12.973589
2028,10.40768792,4.381432,-9.440499
2029,5.686287075,3.369757,4.58024
2030,17.73746473,-14.315403,10.473151
2031,2.281641771,-1.865063,-1.314317
2032,42.01040004,-31.008503,-28.343367
2033,18.87019859,-18.818594,1.394602
2034,18.21766069,-3.979721,17.777654
2035,17.65851094,17.200983,-3.993644
2036,40.60633923,-40.293465,5.03105
2037,17.51198873,15.981294,7.160167
2038,45.5045186,13.092289,43.580422
2039,30.22379747,29.5377,-6.403297
2040,52.29423107,52.28619,-0.917027
2041,38.59393506,38.432525,-3.526024
2042,32.0503417,-4.965848,31.663303
2043,39.15202011,22.508845,32.034865
2044,55.65696063,18.143798,-52.616536
2045,21.1341354,3.223768,-20.886814
2046,7.607028477,7.493271,-1.310638
2047,39.10745993,-39.053944,2.045209
2048,11.84820999,-10.529955,5.431402
2049,73.67543281,-46.279894,-57.325743
2050,39.31998115,-38.761291,6.604789
2051,41.90142254,31.988231,27.06441
2052,17.25987201,9.101762,14.664962
2053,6.587421209,-6.029438,-2.653299
2054,39.0933299,-18.354951,34.516434
2055,15.03996919,12.841599,-7.829049
2056,8.681350844,1.154702,8.604215
2057,9.706459251,-9.663359,0.913698
2058,18.53983481,12.508388,-13.684506
2059,39.90806057,38.472113,10.60895
2060,32.09175669,31.87504,-3.723261
2061,27.99334071,-0.7513,27.983257
2062,20.16852385,10.453377,17.24808
2063,38.22665575,-38.159408,-2.266449
2064,13.72675679,1.454877,-13.649439
2065,14.3140463,0.131963,-14.313438
2066,43.94929659,13.337398,-41.876658
2067,7.766387074,-7.542163,-1.852713
2068,32.70383248,-7.207643,31.899695
2069,30.25014362,-29.523987,-6.588276
2070,8.520857871,-7.351374,-4.308401
2071,25.31888463,16.294297,-19.378901
2072,39.47488596,-38.079463,-10.402938
2073,12.50654782,-10.000763,-7.509892
2074,28.71791332,-4.342521,28.387692
2075,27.39389907,-27.091595,4.058471
2076,37.16995598,-5.631462,36.74088
2077,24.95169286,-23.056187,9.539351
2078,29.37377541,29.102491,3.982926
2079,24.82792317,-14.543054,20.122757
2080,12.95337699,12.925937,-0.842691
2081,19.5577353,-13.808516,13.850267
2082,20.73016202,-12.986627,-16.158191
2083,33.95791007,32.311806,10.444465
2084,5.965931553,5.85209,1.159906
2085,24.37097384,19.377851,14.779826
2086,32.59169782,6.857703,-31.862057
2087,21.46380832,16.851516,13.293663
2088,40.01267636,-37.352768,-14.345208
2089,16.18115101,12.131664,-10.707585
2090,23.5752997,-13.221635,19.518789
2091,37.05326077,-24.025438,-28.208553
2092,43.13277777,-23.750143,36.0051
2093,22.61275761,-22.559629,1.549176
2094,82.11422265,-29.461527,76.647009
2095,27.32382961,-24.124253,12.830124
2096,26.4252122,-17.58725,19.722588
2097,32.67163212,15.417559,28.805111
2098,21.21957571,-6.753504,20.116177
2099,39.49786146,-34.032379,20.046901
2100,23.40570464,16.424738,-16.674981
2101,74.04162746,74.01255,-2.074859
2102,8.878777942,-8.861032,0.561079
2103,23.75048582,6.243368,-22.91519
2104,35.43858927,-26.245145,-23.813567
2105,40.32788605,40.150247,-3.781013
2106,25.56301781,-18.58575,-17.551005
2107,44.09733802,33.815359,28.303652
2108,8.471259144,1.75709,8.28703
2109,36.39338459,31.888955,-17.537759
2110,12.60600269,-2.791011,12.293151
2111,19.2945579,-10.075412,16.45497
2112,40.01012226,-27.451777,29.106869
2113,79.13014396,-73.369367,29.639765
2114,27.93796988,-23.591884,14.965065
2115,37.33893259,-23.241221,29.223989
2116,36.88047931,11.691897,34.978126
2117,41.14294236,0.884485,41.133434
2118,46.00029053,3.724882,-45.849231
2119,39.68494799,19.237228,34.710577
2120,18.20493659,11.336792,14.244187
2121,37.64267813,13.78199,-35.028959
2122,39.27253368,-11.209079,-37.638922
2123,5.902173256,-3.676466,4.617277
2124,26.53748773,-26.040095,5.113874
2125,16.1555317,11.590593,-11.254304
2126,13.54758723,13.222602,-2.949562
2127,15.60619117,-14.470078,-5.845515
2128,13.2950989,10.412526,-8.266738
2129,27.69483972,-24.486195,-12.93949
2130,24.975066,-24.969589,-0.523017
2131,27.44877369,-24.177156,12.996165
2132,30.72611209,-26.788273,-15.049332
2133,13.92601646,-0.157746,13.925123
2134,33.56008481,-22.241115,25.131894
2135,29.93303568,14.976873,25.916788
2136,35.46311339,13.658823,-32.72719
2137,17.04893727,14.86505,8.348446
2138,54.36986367,-46.265434,28.558566
2139,7.044774541,6.274424,3.203194
2140,20.24513851,19.97369,-3.30414
2141,34.15098444,32.856979,9.311749
2142,30.41147981,30.390009,1.142566
2143,10.63163666,6.907218,-8.082205
2144,40.86170486,17.459144,-36.943974
2145,40.54161565,21.424277,34.418352
2146,21.53151689,8.575471,19.750127
2147,55.49853679,-54.484331,-10.561499
2148,60.41665577,-55.424482,-24.04785
2149,33.88294993,-33.871552,0.878784
2150,27.72962828,-14.141681,-23.852571
2151,8.932211897,-2.071856,-8.688603
2152,37.35700181,-2.974879,37.238363
2153,8.192879672,0.520234,-8.176346
2154,32.54140067,-3.755604,32.323957
2155,14.09745143,-2.202904,-13.924272
2156,33.13775372,-2.656916,33.031069
2157,17.11077868,-10.271753,13.684657
2158,20.3582607,17.343095,10.661887
2159,57.5052088,54.25212,19.067158
2160,33.84797196,33.794677,1.898687
2161,24.61221236,16.617235,18.155674
2162,43.10146102,15.338097,40.280004
2163,24.88578639,17.366793,-17.824053
2164,42.8343506,19.139769,-38.320371
2165,11.3259681,7.8934,-8.122302
2166,28.73278978,-19.22316,-21.355171
2167,18.41769427,17.756455,-4.890784
2168,2.929946059,-2.721101,1.086367
2169,45.30097718,-43.291592,-13.342286
2170,54.28898261,47.311092,-26.626194
2171,19.32825807,-17.019763,9.160198
2172,26.98004387,-7.777642,25.834687
2173,56.32782526,-25.907349,50.016329
2174,77.88877961,-37.307577,68.372558
2175,51.62170984,19.198828,47.918743
2176,29.86951743,26.984985,12.806196
2177,14.85043127,-14.655503,2.398237
2178,27.33227903,-11.270243,24.900504
2179,33.39263881,28.017527,-18.168283
2180,27.75954005,27.351393,4.742717
2181,36.53296983,27.68337,-23.838811
2182,9.842724362,3.232286,-9.296857
2183,7.526233833,-7.465093,-0.957383
2184,53.76004373,38.809968,37.201192
2185,34.45659791,22.226724,26.329259
2186,19.55521472,-15.11344,-12.409285
2187,6.585990713,4.962118,4.330434
2188,38.1189323,-31.993165,20.72415
2189,46.73460608,23.146853,40.599835
2190,35.25073853,-0.217909,35.250065
2191,17.59252245,-11.254344,13.521708
2192,40.87939268,-37.240412,16.8605
2193,30.1726092,-0.157715,30.172197
2194,46.23271347,-42.129972,19.040201
2195,49.99881229,32.31595,38.15181
2196,31.51529043,-26.273875,17.403937
2197,44.96035563,-43.649982,10.775558
2198,27.25779515,13.076481,23.916376
2199,28.32525865,0.211369,-28.32447
2200,164.4887764,43.255273,158.699524
2201,40.14316695,21.883871,-33.653678
2202,43.54347217,32.238101,-29.270101
2203,7.345900119,-6.323455,3.738471
2204,14.97668346,6.472796,-13.505701
2205,17.02938637,-1,-17
2206,27.35044233,26.917217,4.848724
2207,2.214718296,1.727649,1.385715
2208,35.68087,-35.515664,-3.429591
2209,20.23141089,8.367782,18.419832
2210,13.52983095,-10.428148,-8.620328
2211,44.32384708,-20.792982,39.144033
2212,30.52257843,-8.157688,29.412241
2213,21.0899097,-19.257121,8.599278
2214,9.433918128,-9.433897,0.019966
2215,33.37986904,5.377608,32.943846
2216,14.01810195,4.141547,-13.39234
2217,13.4292388,0.625967,-13.414642
2218,34.2751134,31.621294,13.224113
2219,23.61965402,20.703588,-11.368795
2220,71.31414093,13.604433,-70.004472
2221,10.84892627,-0.151529,-10.847868
2222,10.54364446,1.41056,-10.448864
2223,33.03993428,18.860732,27.127662
2224,12.44298659,12.268245,-2.077999
2225,35.00368987,34.899725,-2.69583
2226,32.03392106,19.977067,-25.041743
2227,29.02239476,-27.904149,-7.978588
2228,14.00967624,-5.395126,-12.929178
2229,52.62247863,-11.872512,51.265668
2230,26.65511163,-10.868651,24.338599
2231,38.04946902,-33.634737,-17.789507
2232,52.33669583,-13.55895,50.549823
2233,23.01038337,0.53873,-23.004076
2234,26.07942725,19.823968,16.945407
2235,5.83308144,-4.258696,3.986019
2236,21.45736741,10.77199,-18.557555
2237,36.75933429,1.449366,36.73075
2238,37.33035998,24.51728,28.150644
2239,25.38325716,11.775612,22.486545
2240,24.67682591,15.76328,-18.985909
2241,7.034776114,0.607052,7.008535
2242,39.52886435,5.972445,-39.075069
2243,31.1671631,23.885006,-20.022451
2244,40.54058994,36.511745,-17.619078
2245,29.49523597,-28.509196,-7.562717
2246,39.21798972,-0.534516,-39.214347
2247,28.55944154,-22.211332,17.952672
2248,6.722339392,-6.296475,2.354623
2249,53.55179356,-52.983611,7.780203
2250,31.43951802,-14.871192,-27.700017
2251,12.38503924,7.685969,-9.711595
2252,53.80856591,-43.826398,31.218722
2253,58.32857726,-9.943198,57.474827
2254,3.118396483,3.105824,-0.279739
2255,28.15493773,24.143819,14.483664
2256,21.13832684,-19.726377,-7.59598
2257,16.68677831,-1.577192,16.612075
2258,31.89784472,21.748598,23.333902
2259,14.25858184,-12.414813,7.012815
2260,16.15648162,-11.745228,11.094211
2261,40.00712952,27.908934,28.664644
2262,22.40058507,15.684033,15.993665
2263,42.25250295,34.932191,-23.770066
2264,8.608961193,8.578992,0.717711
2265,26.298282,4.000361,-25.992244
2266,25.11600778,-6.99083,-24.123477
2267,49.64486848,-10.717622,-48.474174
2268,44.28911844,-27.636623,-34.608425
2269,49.21395329,-5.125969,48.946273
2270,35.93754311,-34.184744,11.086491
2271,15.60389501,13.096403,-8.483264
2272,18.9649789,16.166535,9.91532
2273,21.62426884,9.828036,19.261846
2274,13.33096592,11.019097,7.502943
2275,34.26604494,5.172597,33.873383
2276,45.70743188,17.336326,42.292093
2277,26.25241505,10.215523,24.183308
2278,21.61428763,19.423248,-9.482345
2279,48.54575218,48.430327,-3.345666
2280,16.26967238,-15.214975,-5.762532
2281,31.4424139,28.811445,12.590712
2282,16.42621978,15.772998,4.5862
2283,21.88556664,-11.586574,-18.566888
2284,40.39426875,-14.214042,-37.810818
2285,12.39511503,1.892329,-12.249815
2286,11.19998261,-10.224341,4.571921
2287,6.561392496,-3.833742,5.324875
2288,15.03507053,-14.67202,3.284079
2289,46.58590946,13.467258,-44.59686
2290,38.46647937,-30.170907,23.861819
2291,0.75800998,-0.707143,-0.272998
2292,37.81780435,-24.042276,-29.191699
2293,86.20961991,-75.386978,41.819877
2294,55.33304848,-52.275474,18.138938
2295,57.8092942,-20.542376,54.036333
2296,32.95428676,-2.400531,32.866738
2297,55.06555929,5.661286,54.773768
2298,42.15091947,41.938685,4.224537
2299,59.71182,-16.88678,57.274236
2300,59.90893555,-18.307296,-57.043172
2301,7.83607594,7.793382,0.816874
2302,77.43902197,66.596769,39.518002
2303,5.514093557,1.54672,5.29272
2304,30.21570512,26.217558,-15.020935
2305,8.866084456,-3.109572,8.302892
2306,14.98642078,-10.789268,-10.401178
2307,40.29419091,-40.282143,0.98528
2308,17.20575734,-0.572863,-17.196218
2309,42.64035883,-32.611669,-27.471426
2310,13.01418885,-10.915664,-7.086423
2311,17.56666949,-17.541003,-0.949258
2312,20.2837825,-20.207515,-1.757319
2313,52.14888325,-50.481456,13.081614
2314,25.0920955,20.408336,14.598393
2315,27.24509299,12.557499,24.178592
2316,23.41328174,-9.813533,21.257383
2317,16.28321723,1.499043,16.214069
2318,42.09971456,10.98551,40.641168
2319,40.92552159,-33.169391,23.972689
2320,30.92937315,29.050553,-10.615625
2321,14.87952141,4.082578,14.308484
2322,37.87598509,-19.60014,-32.410257
2323,26.63433709,-23.570303,12.402771
2324,7.203123898,3.510613,6.289721
2325,19.94923923,-19.116908,5.702278
2326,31.53016454,12.547316,-28.926046
2327,54.6637419,53.673007,10.360164
2328,9.929793193,2.585212,-9.58736
2329,49.5051458,-45.531673,-19.432607
2330,28.68188126,-20.518027,-20.041479
2331,14.95134676,14.579276,3.314737
2332,47.46254456,-15.983763,-44.690183
2333,12.71951222,-12.391646,2.869338
2334,10.12561189,9.881484,-2.210043
2335,33.80198473,33.798024,0.517441
2336,30.64635714,-5.608506,30.128788
2337,35.26514165,23.916328,25.916008
2338,73.23774462,-20.520195,70.304259
2339,21.84628262,19.977825,-8.840055
2340,11.73615859,9.35946,7.080814
2341,22.95098659,3.421523,22.694514
2342,48.51800034,46.988392,12.086661
2343,19.45136875,1.300574,-19.40784
2344,35.90913646,25.044026,-25.734468
2345,8.604927374,1.787578,-8.417205
2346,17.06232224,-15.676236,-6.736354
2347,4.081219308,3.386591,2.277576
2348,19.04924047,10.593553,-15.831936
2349,52.01458865,-48.663627,18.367603
2350,17.67829382,4.757727,-17.026042
2351,23.91954567,-0.813299,23.905715
2352,30.46276174,-22.765728,20.241084
2353,38.8295634,-15.606563,35.555171
2354,25.50052187,-8.957336,23.875568
2355,19.2705708,13.896801,13.350424
2356,54.73627031,32.773152,43.84039
2357,12.49621643,-5.296077,11.318436
2358,8.917230055,-4.557981,-7.66432
2359,26.3449271,14.62646,21.911683
2360,7.889596381,-5.896689,-5.24164
2361,12.70082214,11.319465,5.76026
2362,34.60251446,-4.109086,34.357669
2363,21.45289076,1.99062,-21.360336
2364,28.91708294,28.791319,2.694
2365,78.49672935,-78.094456,-7.936779
2366,28.42032352,-24.488079,-14.423896
2367,5.211866799,-0.903793,5.132905
2368,14.96834108,8.611001,12.243443
2369,16.57605369,16.363283,-2.647362
2370,26.90457941,-25.115645,9.646801
2371,49.1257715,-48.796145,-5.681343
2372,35.45602445,-24.646429,25.488884
2373,17.04831799,-16.946084,1.864238
2374,47.59537861,-44.451395,17.011571
2375,28.30705935,-22.434366,-17.262353
2376,149.8689128,20.983659,148.392645
2377,14.54526294,-13.171519,-6.170556
2378,25.76823678,25.324433,-4.76184
2379,21.82271438,-4.012818,21.450598
2380,34.27050358,32.326509,-11.378235
2381,15.03633325,13.458631,6.704966
2382,13.58580886,12.125359,6.127795
2383,3.046932322,2.550998,-1.666195
2384,13.35583346,5.034336,-12.370681
2385,11.39432896,3.054435,10.977302
2386,30.34721203,11.296031,28.166522
2387,15.98654772,10.307966,-12.219474
2388,49.49816946,-48.520166,9.790928
2389,13.82047726,-2.433315,-13.604579
2390,24.17724654,-22.359893,-9.196436
2391,17.34023224,0.551685,17.331454
2392,36.88132161,36.703678,3.615509
2393,16.84289955,6.616463,15.488889
2394,13.46961033,3.121193,13.102998
2395,28.75938015,4.121586,28.46251
2396,29.84209779,-4.022265,-29.569785
2397,33.28557676,3.377944,33.11373
2398,33.8247425,8.167662,32.82381
2399,22.61209814,12.573586,18.793933
2400,20.10457503,-14.816974,-13.588643
2401,21.17379237,10.130431,-18.593113
2402,20.08636468,-20.037365,1.402159
2403,4.1975121,-4.06716,-1.037939
2404,26.39739192,23.058348,-12.850482
2405,31.18127785,-20.766073,-23.260316
2406,39.13568201,29.850715,-25.308821
2407,20.21300182,-10.606367,17.206697
2408,31.1629529,-10.994789,29.158948
2409,34.24427118,-33.245717,8.209288
2410,13.35975393,0.618765,-13.345417
2411,36.30179003,29.881337,20.613725
2412,14.19326592,13.707577,3.681186
2413,50.54700428,-5.474294,50.249694
2414,22.54884797,-22.249175,-3.663981
2415,55.21845001,-25.880908,48.777616
2416,57.82050643,26.870666,-51.197444
2417,15.58010622,-8.97703,12.733917
2418,33.23081922,-26.020281,20.669599
2419,21.70180783,21.661907,-1.315389
2420,53.55812004,53.51709,-2.09602
2421,33.51525593,32.733173,7.198039
2422,31.53142546,-31.299624,-3.816324
2423,9.737797433,7.384949,6.347222
2424,8.934676129,0.626414,-8.91269
2425,19.84019802,-19.765574,-1.719169
2426,11.54067892,-9.471685,6.593516
2427,3.38889526,3.302161,0.761803
2428,40.76581007,-18.957897,36.089464
2429,13.59001133,5.190103,-12.559906
2430,43.44390957,-32.42075,28.918303
2431,5.108303905,-3.36555,3.842895
